query_id,scene_id,object_a,object_b,available_points_a,available_points_b,n_points_requested,seed,sampled_distance_m,full_point_distance_m,stored_gt_distance_m,abs_error_vs_full_m,abs_error_full_vs_stored_gt_m
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,1000,3,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,1000,4,0.5025922068709546,0.4960574505071725,0.4960574507713318,0.006534756363782146,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,2000,0,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,2000,1,0.4995552362905149,0.4960574505071725,0.4960574507713318,0.003497785783342422,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,2000,2,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,2000,3,0.49957275070358415,0.4960574505071725,0.4960574507713318,0.0035153001964116637,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,2000,4,0.49957275070358415,0.4960574505071725,0.4960574507713318,0.0035153001964116637,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,5000,0,0.49957275070358415,0.4960574505071725,0.4960574507713318,0.0035153001964116637,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,5000,1,0.49875807008891376,0.4960574505071725,0.4960574507713318,0.0027006195817412815,2.641593055408009e-10
test_stage1_dn_0001,scene0012_01,scene0012_01__chair_002,scene0012_01__table_008,4721,2131,5000,2,0.4960574505071725,0.4960574505071725,0.4960574507713318,0.0,2.641593055408009e-10
